 OBJECTID, Station Identifier, Station Name, Fuel Type Provided, Street Address, City Name, State Name, Postal Zipcode, Postal Route (US Addresses), Location Directions, Country Name, Phone Number, Station Status, Estimated Fuel Availability, Station Accessability, Access Restrictions, Access Days and Times, Accepted Payment Methods, Type of Ownership, Name of Owner, Blends of Biodiesel, Can Blend Ethanol, Ethanol Blends Available, CNG Dispenser Count, CNG Dispensing Capability, CNG Pressures Available (PSI), CNG Renewable Source, CNG Total Compression (CFM), CNG Total Storage (CF), CNG Max Vehicle Size, LNG Renewable Source, LNG Max Vehicle Size, LPG Nozzle Types Available, LPG Primary Station, Renewable Diesel Blends Available, Is Renewable Diesel Blended w/Biodiesel, Max Level of Biodiesel Blending, EV Level 1 EVSE Ports, EV Level 2 EVSE Ports, EV DC Fast Ports, EV Other EVSE Ports, EV Connector Types, EV Network Name, EV Network ID, EV Network Link, EV Pricing, EV Renewable Source, HY Is Retail, HY Pressures (BAR), HY Standards, HY Status Link, Station Coordinate Accuracy, Station Latitude (DD), Station Longitude (DD), Date Fuel Available, Date Details Confirmed, Date Details Updated, Location Facility Type, Indications d'emplacement (French), Jours et heures d'accès (French), Mélanges de biodiesel (French), Mélanges de diesel renouvelables disponibles (French), Tarification des VÉ (French), Has Access Restrictions,x,y
87821,356012,TLCMP C1 A,Electric,22275 Dauntless Dr NW,Poulsbo,WA,98370,,,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,1,,,J1772,ChargePoint,USCPIL16249711,https://www.chargepoint.com,,,,,,,GPS,47.764899,-122.654779,9/20/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 2:57:26 AM,,,,,,,False,-13653867.5416,6067831.1473
87832,356026,TLCMP D1 A,Electric,22275 Dauntless Dr NW,Poulsbo,WA,98370,,,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,1,,,J1772,ChargePoint,USCPIL16397201,https://www.chargepoint.com,,,,,,,GPS,47.764735,-122.654757,9/20/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 2:59:12 AM,,,,,,,False,-13653865.0926,6067803.9872
87863,356068,Fred Meyer - Tesla Supercharger,Electric,3030 NE Weidler St,Portland,OR,97232,,,United States,877-798-3752,Available,,Public,,24 hours daily,"American Express, Discover, Debit, MasterCard, Visa",Privately Owned,,,,,,,,,,,,,,,,,,,,,12,,Tesla,Tesla Supercharger,,https://www.tesla.com/supercharger,,,,,,,GPS,45.533648,-122.635998,9/18/2024 12:00:00 AM,10/11/2024 12:00:00 AM,5/6/2025 9:07:47 PM,Grocery Store,,,,,,False,-13651776.8503,5705928.3574
87867,356072,7Charge - Kamloops 37774A,Electric,1120 Rogers Way,Kamloops,BC,V1S 1N5,,,Canada,844-711-2474,Available,,Public,,24 hours daily,"American Express, Android Pay, Apple Pay, Discover, MasterCard, Visa",Privately Owned,,,,,,,,,,,,,,,,,,,,,1,,"CHAdeMO, CCS",7CHARGE,,https://www.7-eleven.com/7charge,,,,,,,GPS,50.6523643,-120.3684513,9/12/2024 12:00:00 AM,8/12/2025 12:00:00 AM,8/12/2025 9:27:03 PM,Convenience Store,,24 heures par jour,,,,False,-13399354.7063,6560029.8445
87868,356073,7Charge - Kamloops 37774B,Electric,1120 Rogers Way,Kamloops,BC,V1S 1N5,,,Canada,844-711-2474,Available,,Public,,24 hours daily,"Android Pay, Apple Pay, Credit, Discover, Debit, MasterCard, Visa",Privately Owned,,,,,,,,,,,,,,,,,,,,,2,,CCS,7CHARGE,,https://www.7-eleven.com/7charge,,,,,,,GPS,50.6523643,-120.3684513,9/12/2024 12:00:00 AM,7/7/2025 12:00:00 AM,7/7/2025 4:23:57 PM,Convenience Store,,24 heures par jour,,,,False,-13399354.7063,6560029.8445
87871,356082,"CircleK - Ellensburg, WA",Electric,1600 Canyon Rd,Ellensburg,WA,98926,,,United States,833-505-2291,Available,,Public,,24 hours daily,Credit,Privately Owned,,,,,,,,,,,,,,,,,,,,,4,,CCS,CIRCLE_K,,https://www.circlek.com/charge,,,,,,,Address,46.97737,-120.54253,7/23/2024 12:00:00 AM,5/12/2025 12:00:00 AM,5/12/2025 4:15:59 PM,Convenience Store,,,,,,False,-13418733.0585,5938381.0624
87912,356168,Roberson Motors,Electric,3100 Ryan Drive Southeast,Salem,OR,97301,,,United States,888-998-2546,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,2,,CCS,Blink,46654713-b517-4beb-b364-b8cf7ba39bc3,https://blinkcharging.com,,,,,,,GPS,44.919429703039,-122.998037761072,9/10/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 12:14:20 AM,,,,,,,False,-13692078.9321,5608846.2477
87923,356182,BC Hydro - Ulkatcho (Anahim Lake),Electric,Chilcotin-Bella Coola Hwy,Anahim Lake,BC,V0L 0A7,,,Canada,866-338-3369,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,2,,"CHAdeMO, CCS",BC Hydro,038952cf-f770-4168-b36f-735c75028086,https://electricvehicles.bchydro.com/charge/public-charging/our-fast-charging-network,,,,,,,GPS,52.449894965035,-125.283117277385,9/23/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 5:00:20 AM,,,Accessible 24 heures par jour,,,,False,-13946452.8203,6881884.6198
87924,356183,BC Hydro - Prophet River,Electric,233 Alaska Hwy,Prophet River,BC,V0C 2V0,,,Canada,866-338-3369,Temporarily Unavailable,1/10/2026 12:00:00 AM,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,4,,"CHAdeMO, J1772, CCS",BC Hydro,d9ab0e76-a0a7-4572-b3de-b70d6d6acbdd,https://electricvehicles.bchydro.com/charge/public-charging/our-fast-charging-network,,,,,,,GPS,58.0883158,-122.7124126,9/23/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 5:00:21 AM,,,Accessible 24 heures par jour,,,,False,-13660283.2846,7985892.8542
87925,356184,BC Hydro - Wonowon,Electric,16960 BC-97 unit 37,Wonowon,BC,V0C 2N0,,,Canada,866-338-3369,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,4,,"CHAdeMO, J1772, CCS",BC Hydro,e5ff71a5-86c3-43a2-a501-9f48544db705,https://electricvehicles.bchydro.com/charge/public-charging/our-fast-charging-network,,,,,,,GPS,56.7276166,-121.8071837,9/23/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 5:00:21 AM,,,Accessible 24 heures par jour,,,,False,-13559513.6644,7704648.4499
87926,356185,BC Hydro - Azouzetta Lake Lodge,Electric,Mile 125 John Hart Hwy,Fraser-Fort George G,BC,V0J 2C0,,,Canada,866-338-3369,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,2,,"CHAdeMO, J1772, CCS",BC Hydro,9716a627-1d7f-45ec-9910-7791afbeb646,https://electricvehicles.bchydro.com/charge/public-charging/our-fast-charging-network,,,,,,,GPS,55.3938324,-122.6254993,9/23/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 5:00:21 AM,,,Accessible 24 heures par jour,,,,False,-13650608.1403,7438679.2002
87927,356186,BC Hydro - Dawson Creek - N.A.R. Park,Electric,900 Alaska Ave,Dawson Creek,BC,V1G 4T6,,,Canada,866-338-3369,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,5,,"CHAdeMO, CCS",BC Hydro,8ebb944f-fa04-4df8-be4c-e6b4f6b6e115,https://electricvehicles.bchydro.com/charge/public-charging/our-fast-charging-network,,,,,,,GPS,55.7598245,-120.2270975,9/23/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 5:00:22 AM,,,Accessible 24 heures par jour,,,,False,-13383619.2733,7510751.3241
87928,356187,BC Hydro - Surrey - Guildford Recreation Centre,Electric,15105 105 Ave,Surrey,BC,V3R 7G8,,,Canada,866-338-3369,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,12,,"CHAdeMO, CCS",BC Hydro,9583044f-b43f-4acf-bdb9-0be5b1e831af,https://electricvehicles.bchydro.com/charge/public-charging/our-fast-charging-network,,,,,,,GPS,49.1937005,-122.802376,9/23/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 5:00:22 AM,,,Accessible 24 heures par jour,,,,False,-13670297.9645,6307792.456
87929,356188,BC Hydro - Salmon Arm - Hudson Ave Public Parking,Electric,100 Hudson Ave NW,Salmon Arm,BC,V1E 4M2,,,Canada,866-338-3369,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,4,,"CHAdeMO, CCS",BC Hydro,09e9fcdf-2b06-40d4-950d-354fbc0a00ba,https://electricvehicles.bchydro.com/charge/public-charging/our-fast-charging-network,,,,,,,GPS,50.7002984,-119.2858901,9/23/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 5:00:22 AM,,,Accessible 24 heures par jour,,,,False,-13278844.5448,6568450.2266
87930,356189,BC Hydro - Bella Coola,Electric,1025 Elcho St,Bella Coola,BC,V0T 1C0,,,Canada,866-338-3369,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,1,2,,"CHAdeMO, J1772, CCS",BC Hydro,36c3d443-666e-4891-9a43-61e9edc86443,https://electricvehicles.bchydro.com/charge/public-charging/our-fast-charging-network,,,,,,,GPS,52.3731770558115,-126.756503701084,9/23/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 5:00:23 AM,,,Accessible 24 heures par jour,,,,False,-14110469.4467,6867883.9599
87931,356190,BC Hydro - Dease Lake - Super A Foods,Electric,100 Boulder St,Dease Lake,BC,V0C 1L0,,,Canada,866-338-3369,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,5,,"CHAdeMO, CCS",BC Hydro,9d5cd26c-a639-4928-ba17-9108de9495d9,https://electricvehicles.bchydro.com/charge/public-charging/our-fast-charging-network,,,,,,,GPS,58.4381375,-129.9901433,9/23/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 5:00:23 AM,,,Accessible 24 heures par jour,,,,False,-14470436.5603,8059925.2624
87932,356191,BC Hydro - Tatla Lake - Polywog Rest Area,Electric,Chilcotin-Bella Coola Hwy,Tatla Lake,BC,V0L 1V0,,,Canada,866-338-3369,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,3,,"CHAdeMO, CCS",BC Hydro,d95ac21e-422c-4450-929c-6240bd5cfd3b,https://electricvehicles.bchydro.com/charge/public-charging/our-fast-charging-network,,,,,,,GPS,51.9412354718159,-124.460582969283,9/23/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 5:00:23 AM,,,Accessible 24 heures par jour,,,,False,-13854888.7199,6789507.0403
87933,356192,BC Hydro - Laxgaltsap,Electric,"402a N Rd,",Laxgalts'ap,BC,V0J 1A0,,,Canada,866-338-3369,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,4,,"CHAdeMO, CCS",BC Hydro,4c0ee86b-55f4-43b6-bde0-29cc9f001dab,https://electricvehicles.bchydro.com/charge/public-charging/our-fast-charging-network,,,,,,,GPS,55.036238547339,-129.584461132571,9/23/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 5:00:23 AM,,,Accessible 24 heures par jour,,,,False,-14425276.228,7368902.4549
87934,356193,BC Hydro - Surrey - Sport & Leisure Complex,Electric,16555 Fraser Hwy #110,Surrey,BC,V4N 0E9,,,Canada,866-338-3369,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,8,,"CHAdeMO, CCS",BC Hydro,98dda597-af0c-4fe5-95f4-48cf359305ed,https://electricvehicles.bchydro.com/charge/public-charging/our-fast-charging-network,,,,,,,GPS,49.1528012,-122.7640682,9/23/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 5:00:23 AM,,,Accessible 24 heures par jour,,,,False,-13666033.5597,6300828.444
87935,356194,BC Hydro - Fort Nelson - Red Apple,Electric,5104 Liard St,Fort Nelson,BC,V0C 1R0,,,Canada,866-338-3369,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,3,,"CHAdeMO, CCS",BC Hydro,7011c0a2-480d-4d21-92e6-dcb7c4a9fbb2,https://electricvehicles.bchydro.com/charge/public-charging/our-fast-charging-network,,,,,,,GPS,58.8061882289737,-122.700409314121,9/23/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 5:00:24 AM,,,Accessible 24 heures par jour,,,,False,-13658947.085,8138614.1195
87936,356195,BC Hydro - Hudsons Hope,Electric,9555 Beattie Dr,Hudson's Hope,BC,V0C 1V0,,,Canada,866-338-3369,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,4,,"CHAdeMO, CCS",BC Hydro,b9e37a14-a2a7-4d79-8c65-cf1f71995a84,https://electricvehicles.bchydro.com/charge/public-charging/our-fast-charging-network,,,,,,,GPS,56.0288111,-121.9093165,9/23/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 5:00:24 AM,,,Accessible 24 heures par jour,,,,False,-13570883.0357,7564153.2704
87937,356196,BC Hydro - Wells - Jack O Clubs,Electric,12383 BC-26,Wells,BC,V0K 2R0,,,Canada,866-338-3369,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,2,,"CHAdeMO, J1772, CCS",BC Hydro,03031ce7-b04e-416a-bbdf-4eab65c546c3,https://electricvehicles.bchydro.com/charge/public-charging/our-fast-charging-network,,,,,,,GPS,53.102943,-121.5687066,9/23/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 5:00:24 AM,,,Accessible 24 heures par jour,,,,False,-13532966.5151,7002062.3361
87938,356197,BC Hydro - Pemberton,Electric,7444 Frontier St,Pemberton,BC,V0N 2L0,,,Canada,866-338-3369,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,4,,"CHAdeMO, CCS",BC Hydro,2b2cae7d-a9b4-4982-80dc-acaf0a25a6dd,https://electricvehicles.bchydro.com/charge/public-charging/our-fast-charging-network,,,,,,,GPS,50.3231358,-122.8057451,9/23/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 5:00:24 AM,,,Accessible 24 heures par jour,,,,False,-13670673.011,6502426.4803
87939,356198,BC Hydro - Lake Cowichan,Electric,121 Point Ideal Dr,Lake Cowichan,BC,V0R 2G0,,,Canada,866-338-3369,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,4,,"CHAdeMO, CCS",BC Hydro,fecad533-c9c3-4cc7-8f39-6d3638c1c323,https://electricvehicles.bchydro.com/charge/public-charging/our-fast-charging-network,,,,,,,GPS,48.8225518,-124.0592219,9/23/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 5:00:25 AM,,,Accessible 24 heures par jour,,,,False,-13810209.4101,6244805.6081
87940,356199,BC Hydro - Vanderhoof,Electric,2533 Burrard Ave,Vanderhoof,BC,V0J 3A0,,,Canada,866-338-3369,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,4,,"CHAdeMO, CCS",BC Hydro,e3206df9-6fd9-401e-ad6f-613fdb4bfd68,https://electricvehicles.bchydro.com/charge/public-charging/our-fast-charging-network,,,,,,,GPS,54.017219,-124.009998,9/23/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 5:00:25 AM,,,Accessible 24 heures par jour,,,,False,-13804729.8306,7173418.0412
87941,356200,BC Hydro - Kitwanga - Recreation Centre,Electric,1566 Kitwanga Rd N,Kitimat-Stikine B,BC,V0J 2A0,,,Canada,866-338-3369,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,4,,"CHAdeMO, CCS",BC Hydro,2d50b1a8-6244-4350-a9e7-0b83aa2867bc,https://electricvehicles.bchydro.com/charge/public-charging/our-fast-charging-network,,,,,,,GPS,55.1125768,-128.022874,9/23/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 5:00:25 AM,,,Accessible 24 heures par jour,,,,False,-14251441.1436,7383745.7008
87942,356201,BC Hydro - Sooke - Evergreen Centre,Electric,6660 Sooke Rd,Sooke,BC,V9Z 0A5,,,Canada,866-338-3369,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,4,,"CHAdeMO, CCS",BC Hydro,8f1723cb-bbee-4c6f-8ee3-2b20e87faa0b,https://electricvehicles.bchydro.com/charge/public-charging/our-fast-charging-network,,,,,,,GPS,48.3789995,-123.7206771,9/23/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 5:00:25 AM,,,Accessible 24 heures par jour,,,,False,-13772522.7754,6170140.0568
87943,356202,BC Hydro - Liard River - Hot Springs Lodge - Off-Grid,Electric,497 Alaska Hwy,Northern Rockies B,BC,V0C 1R0,,,Canada,866-338-3369,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,2,,"CHAdeMO, CCS",BC Hydro,f611c9a2-6f55-435e-abc9-edcc55bc5a67,https://electricvehicles.bchydro.com/charge/public-charging/our-fast-charging-network,,,,,,,GPS,59.424474,-126.1068873,9/23/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 5:00:26 AM,,,Accessible 24 heures par jour,,,,False,-14038154.4798,8272703.1478
87944,356203,BC Hydro - Pink Mountain - Buffalo Inn - Off-grid,Electric,23701 BC-97,Pink Mountain,BC,V0C 2B0,,,Canada,866-338-3369,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,2,,"CHAdeMO, CCS",BC Hydro,d96242e5-a1f6-4e7d-b84f-bceccd5746bc,https://electricvehicles.bchydro.com/charge/public-charging/our-fast-charging-network,,,,,,,GPS,57.0410781308019,-122.509621883012,9/23/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 5:00:26 AM,,,Accessible 24 heures par jour,,,,False,-13637708.7253,7768519.325
87945,356204,BC Hydro - Tetsa River Lodge - Off-grid,Electric,Alaska Hwy,Northern Rockies B,BC,V0C 1R0,,,Canada,866-338-3369,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,2,,"CHAdeMO, CCS",BC Hydro,f4222657-5236-4a53-950f-4cb969860c46,https://electricvehicles.bchydro.com/charge/public-charging/our-fast-charging-network,,,,,,,GPS,58.652446007161,-124.236714299528,9/23/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 5:00:26 AM,,,Accessible 24 heures par jour,,,,False,-13829967.7737,8105643.3281
87946,356205,BC Hydro - Bell 2 - Off-grid,Electric,249 BC-37,Kitimat-Stikine A,BC,V0J 3S0,,,Canada,866-338-3369,Temporarily Unavailable,1/9/2026 12:00:00 AM,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,2,,"CHAdeMO, CCS",BC Hydro,2ba93592-c9af-4ed9-85fd-3cd9f292223d,https://electricvehicles.bchydro.com/charge/public-charging/our-fast-charging-network,,,,,,,GPS,56.7446315529726,-129.796010161216,9/23/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 5:00:26 AM,,,Accessible 24 heures par jour,,,,False,-14448825.7581,7708101.7054
87947,356206,BC Hydro - Stewart,Electric,225 5th Ave,Stewart,BC,V0T 1W0,,,Canada,866-338-3369,Temporarily Unavailable,1/12/2026 12:00:00 AM,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,2,,"CHAdeMO, CCS",BC Hydro,8a1801d3-7510-4f5c-a0ba-9f1520ff5f87,https://electricvehicles.bchydro.com/charge/public-charging/our-fast-charging-network,,,,,,,GPS,55.9361485,-129.9956953,9/23/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 5:00:26 AM,,,Accessible 24 heures par jour,,,,False,-14471054.6061,7545715.1148
87949,356218,Surfhouse Pub,Electric,59 Main St,Pacific Beach,WA,98571,,,United States,,Available,,Public,,24 hours daily,"American Express, Account Balance, Credit, Discover, Debit, MasterCard, Visa",Privately Owned,,,,,,,,,,,,,,,,,,,,1,,,J1772,EVMATCH,,https://evmatch.com,,,,,,,Address,47.20868,-124.20319,8/10/2024 12:00:00 AM,10/11/2024 12:00:00 AM,12/22/2025 7:40:02 PM,Brewery/Distillery/Winery,,,,,,False,-13826235.8657,5976202.7275
88035,356355,WDVA WWVH2,Electric,92 Wainwright Drive,Walla Walla,WA,99362,,,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,1,,"CCS, Tesla",ChargePoint,USCPIL15992751,https://www.chargepoint.com,,,,,,,GPS,46.053203,-118.354995,9/25/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 2:54:10 AM,,,,,,,False,-13175217.7762,5788879.1412
88044,356369,OREGON TECH EV STATION 1,Electric,27500 Southwest Parkway Avenue,Wilsonville,OR,97070,,,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,USCPIL16420501,https://www.chargepoint.com,,,,,,,GPS,45.321624,-122.766868,9/25/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 2:59:26 AM,,,,,,,False,-13666345.232,5672297.5163
88045,356370,OREGON TECH EV STATION 2,Electric,27500 Southwest Parkway Avenue,Wilsonville,OR,97070,,,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,USCPIL16420521,https://www.chargepoint.com,,,,,,,GPS,45.321534,-122.76618,9/25/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 2:59:26 AM,,,,,,,False,-13666268.6442,5672283.2674
88047,356377,Howard Johnson by Wyndham Roseburg,Electric,978 NE Stephens Street,Roseburg,OR,97470,,,United States,888-356-8911,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,FLO,e68f87e6-9276-4c80-84e1-898167e7053d,https://www.flo.com,,,,,,,GPS,43.220444,-123.345742,9/25/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 4:23:42 AM,,,,,,,False,-13730785.191,5345586.0917
88054,356389,Oregon 42 Apartments,Electric,4502 42nd Avenue Southwest,Seattle,WA,98116,,,United States,888-998-2546,Temporarily Unavailable,1/13/2026 12:00:00 AM,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,Blink,d0e864cf-fb2a-3dbf-1307-c00000003197,https://blinkcharging.com,,,,,,,GPS,47.5627154,-122.3852736,7/7/2022 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 12:11:29 AM,,,,,,,False,-13623866.3377,6034412.1463
88079,356417,BSD501 DISTRICT OFC 1,Electric,1985 Barkley Blvd,Bellingham,WA,98226,,This station is closest to the building near the covered bike racks.,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,USCPIL15635031,https://www.chargepoint.com,,,,,,,GPS,48.771898,-122.448786,9/26/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 2:49:37 AM,,,,,,,False,-13630936.5058,6236245.5137
88080,356418,BSD501 DISTRICT OFC 2,Electric,1985 Barkley Blvd,Bellingham,WA,98226,,Station is mid parking lot near the east side of the lane.,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,USCPIL15635931,https://www.chargepoint.com,,,,,,,GPS,48.771892,-122.448653,9/26/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 2:49:38 AM,,,,,,,False,-13630921.7003,6236244.5003
88081,356419,BSD501 DISTRICT OFC 3,Electric,1985 Barkley Blvd,Bellingham,WA,98226,,Station is near the north end of the parking lot on the east side of the lane.,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,USCPIL15636021,https://www.chargepoint.com,,,,,,,GPS,48.772057,-122.448701,9/26/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 2:49:38 AM,,,,,,,False,-13630927.0436,6236272.37
88083,356421,AMZ SEA25.26 - 14,Electric,551 Boren Avenue North,Seattle,WA,98109,,,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,USCPIL16113621,https://www.chargepoint.com,,,,,,,GPS,47.623958,-122.336996,9/26/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 2:55:50 AM,,,,,,,False,-13618492.0999,6044521.3022
88084,356422,AMZ SEA25.26 - 13,Electric,551 Boren Avenue North,Seattle,WA,98109,,,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,USCPIL16113631,https://www.chargepoint.com,,,,,,,GPS,47.624145,-122.33669,9/26/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 2:55:51 AM,,,,,,,False,-13618458.0361,6044552.188
88085,356423,AMZ SEA25.26 - 12,Electric,551 Boren Avenue North,Seattle,WA,98109,,,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,USCPIL16113641,https://www.chargepoint.com,,,,,,,GPS,47.624153,-122.336686,9/26/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 2:55:51 AM,,,,,,,False,-13618457.5909,6044553.5093
88104,356444,CPUD CC RIDER DCFC,Electric,207 W B St,Rainier,OR,97048,,,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,1,,"CHAdeMO, CCS",ChargePoint,USCPIL16424271,https://www.chargepoint.com,,,,,,,GPS,46.089751,-122.93766,9/26/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 2:59:31 AM,,,,,,,False,-13685357.7105,5794743.5645
88120,356467,Enel X - Chevron Parking Lot,Electric,507 E Main St,Battle Ground,WA,98604,,,United States,360-666-8735,Available,,Public,,24 hours daily; Use Enel X mobile app to activate,"American Express, Discover, Debit, MasterCard, Visa",Privately Owned,,,,,,,,,,,,,,,,,,,,4,,,J1772,Non-Networked,,,$0.42 per kWh,,,,,,GPS,45.78079337,-122.5315899,9/24/2024 12:00:00 AM,10/11/2024 12:00:00 AM,2/12/2025 12:16:32 AM,Service/Gas Station,,,,,,False,-13640154.1938,5745290.5209
88338,357130,Plum Court Apartments,Electric,451 4th Avenue South,Kirkland,WA,98033,,,United States,888-998-2546,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,1,,,J1772,Blink,8a99d4dc-c4fa-4482-8ac9-aa6ec60c9ddd,https://blinkcharging.com,,,,,,,GPS,47.672252,-122.199542,9/23/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 12:20:20 AM,,,,,,,False,-13603190.7906,6052501.4217
88358,357155,TAC RDC HFTTACRDC1,Electric,6920 192nd Street East,Puyallup,WA,98375,,,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,USCPIL16425681,https://www.chargepoint.com,,,,,,,GPS,47.079897,-122.337001,9/27/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 2:59:32 AM,,,,,,,False,-13618492.6565,5955125.0612
